,rank,name,link,location,points,Total students,International students,Total faculty staff,International Students Ratio,Citations per Faculty,Employer Reputation,Employment Outcomes,Overall,International Research Network,International Faculty Ratio,Academic Reputation,Faculty Student Ratio
1191,1001-1200,Université Toulouse 1 Capitole,https://www.topuniversities.com/universities/universite-toulouse-1-capitole,"Toulouse, France",-,21130.0,3603.0,469,54.9,2.5,3.3,5.4,,10,31.3,13.2,1.6
1192,1001-1200,Université de Poitiers,https://www.topuniversities.com/universities/universite-de-poitiers,"Poitiers, France",-,26929.0,4200.0,"1,314",31.3,7.4,2.5,7.8,,67.8,,8,5.3
1193,1001-1200,Université Toulouse - Jean Jaurès,https://www.topuniversities.com/universities/universite-toulouse-jean-jaures,"Toulouse, France",-,30000.0,4000.0,514,23.5,4.4,2.2,5,,45.1,30.3,10.1,1.3
1194,1001-1200,Utah State University,https://www.topuniversities.com/universities/utah-state-university,"Logan, United States",-,20106.0,240.0,"1,085",1.7,23.6,3.8,9.6,,51.9,,6.4,6.8
1195,1001-1200,Vancouver Island University,https://www.topuniversities.com/universities/vancouver-island-university,"Nanaimo, Canada",-,13610.0,,1237,,,4.6,5,,,,5.2,29.8
1196,1001-1200,"Vellore Institute of Technology (VIT), Vellore, India",https://www.topuniversities.com/universities/vellore-institute-technology-vit-vellore-india,"Vellore, India",-,39068.0,916.0,"2,186",2.5,15.9,9.2,18.2,,62.6,15.4,9.3,7.8
1197,1001-1200,Voronezh State University,https://www.topuniversities.com/universities/voronezh-state-university,"Voronezh , Russia",-,15692.0,2505.0,"1,332",32.7,1.3,2.3,3.3,,6.9,4.1,5.6,24.5
1198,1001-1200,Warsaw University of Life Sciences SGGW (WULS-SGGW),https://www.topuniversities.com/universities/warsaw-university-life-sciences-sggw-wuls-sggw,"Warsaw, Poland",-,16339.0,1147.0,"1,277",8.7,5.4,7.2,4.8,,53.8,2.7,7.3,21.9
1199,1001-1200,West Virginia University,https://www.topuniversities.com/universities/west-virginia-university,"Morgantown, United States",-,23774.0,1350.0,"1,573",6.1,22.5,7.4,18.7,,56.8,6,6,11.9
1200,1001-1200,Western Michigan University,https://www.topuniversities.com/universities/western-michigan-university,"Kalamazoo, United States",-,13314.0,1127.0,965,10.8,6.2,6.6,19.6,,41.5,29.4,5.7,11.5
1201,1001-1200,Xi'an Jiaotong Liverpool University,https://www.topuniversities.com/universities/xian-jiaotong-liverpool-university,"Suzhou, China (Mainland)",-,16152.0,978.0,823,6.6,6.4,2,2.7,,31.2,99.1,3.9,7.2
1202,1001-1200,Yildiz Technical University,https://www.topuniversities.com/universities/yildiz-technical-university,"Istanbul, Turkey",-,25532.0,2818.0,"1,550",15.3,5.9,15,4.2,,39,4.6,6.7,6.7
1203,1201-1400,Don State Technical University,https://www.topuniversities.com/universities/don-state-technical-university,"Rostov-on-Don, Russia",-,26390.0,2803.0,"1,877",15.7,1.4,3.6,3.4,,12.2,1.6,3.7,12.7
1204,1201-1400,Akdeniz Üniversitesi,https://www.topuniversities.com/universities/akdeniz-universitesi,"Antalya, Turkey",-,41093.0,103.0,"1,714",1.1,2.9,3.5,3.7,,26.2,1.2,4.3,3.8
1205,1201-1400,Al-Azhar University,https://www.topuniversities.com/universities/al-azhar-university,"Cairo, Egypt",-,299054.0,20664.0,"18,933",7.9,1.3,5,9.3,,45.7,1.1,9.5,10.5
1206,1201-1400,Al-Balqa Applied University,https://www.topuniversities.com/universities/al-balqa-applied-university,"As-Salt, Jordan",-,28178.0,425.0,"1,389",2.4,2.3,5.6,13.1,,23.3,4.1,3.8,5.3
1207,1201-1400,Alexandru Ioan Cuza University,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,"Iași, Romania",-,23448.0,2016.0,"1,127",11,3.2,7,8.6,,26.5,4.3,7.1,5.2
1208,1201-1400,Anadolu University,https://www.topuniversities.com/universities/anadolu-university,"Eskisehir, Turkey",-,20993.0,730.0,"1,509",3.5,3.4,4.7,9.1,,15.6,2,3.2,15.5
1209,1201-1400,Aoyama Gakuin University,https://www.topuniversities.com/universities/aoyama-gakuin-university,"Tokyo, Japan",-,19692.0,578.0,"1,000",3,2.3,12.9,8.8,,10.3,17.8,5.8,5.9
1210,1201-1400,Bahauddin Zakariya University,https://www.topuniversities.com/universities/bahauddin-zakariya-university,"Multan, Pakistan",-,30862.0,10.0,820,1,9.6,6.3,10.8,,29.6,,4.8,1.9
1211,1201-1400,Birzeit university,https://www.topuniversities.com/universities/birzeit-university,"Birzeit, Palestinian Territories",-,11900.0,563.0,580,4.8,2.5,11.8,44.7,,22.1,15.7,5.1,5.3
1212,1201-1400,British University in Egypt,https://www.topuniversities.com/universities/british-university-egypt,"El Shorouk, Egypt",-,10539.0,302.0,938,2.9,2,3.5,7.5,,9.6,2.9,4.5,20.7
1213,1201-1400,California Polytechnic State University,https://www.topuniversities.com/universities/california-polytechnic-state-university,"San Luis Obispo, United States",-,19925.0,,1124,,3.8,10.8,26,,27.6,,3.1,7.7
1214,1201-1400,California State University - Los Angeles,https://www.topuniversities.com/universities/california-state-university-los-angeles,"Los Angeles, United States",-,23544.0,1465.0,981,6.8,3.4,2.5,5.3,,7.1,5.2,4.4,3.8
1215,1201-1400,Universidad Católica de Córdoba,https://www.topuniversities.com/universities/universidad-catolica-de-cordoba,"Córdoba, Argentina",-,10751.0,387.0,771,3.6,1.2,2.5,7.3,,3.3,4.4,4.4,17.9
1216,1201-1400,Central Michigan University,https://www.topuniversities.com/universities/central-michigan-university,"Mount Pleasant, United States",-,14338.0,368.0,803,2.7,7.6,6.6,13.1,,18.9,4,3.3,7.5
1217,1201-1400,China University of Political Science and Law,https://www.topuniversities.com/universities/china-university-political-science-law,"Beijing, China (Mainland)",-,17222.0,195.0,"1,038",2.1,1.1,16.7,3.1,,6,6.8,3.9,11.6
1218,1201-1400,Chung Yuan Christian University,https://www.topuniversities.com/universities/chung-yuan-christian-university,"Taoyuan City, Taiwan",-,15782.0,1246.0,735,9.7,14.2,5.1,20.4,,17.4,5.5,4.4,4.8
1219,1201-1400,Cleveland State University,https://www.topuniversities.com/universities/cleveland-state-university,"Cleveland , United States",-,12185.0,910.0,761,8.9,5.8,5.1,12.3,,16.7,3.3,3.8,10.1
1220,1201-1400,Dokuz Eylul Universitesi,https://www.topuniversities.com/universities/dokuz-eylul-universitesi,"Izmir, Turkey",-,52655.0,1631.0,"1,818",3.1,3.8,5.6,5.1,,38.1,3.1,4.4,2.7
1221,1201-1400,EGE UNIVERSITY,https://www.topuniversities.com/universities/ege-university,"İzmir, Turkey",-,53217.0,1807.0,"3,304",3.4,2.8,9.9,3.6,,60.7,1.2,6.9,12.3
1222,1201-1400,Feng Chia University,https://www.topuniversities.com/universities/feng-chia-university,"Taichung City, Taiwan",-,18874.0,1444.0,869,9.2,7.4,8.9,9.6,,15.6,4.8,8.2,4.7
1223,1201-1400,Florida Atlantic University - Boca Raton,https://www.topuniversities.com/universities/florida-atlantic-university-boca-raton,"Boca Raton, United States",-,22202.0,914.0,"1,126",4.1,10.7,6.4,12,,44.1,8.9,4.6,5.9
1224,1201-1400,Fu Jen Catholic University,https://www.topuniversities.com/universities/fu-jen-catholic-university,"New Taipei City, Taiwan",-,18434.0,2059.0,642,17.1,7.3,10.3,20.2,,9.5,7.3,6.3,5.6
1225,1201-1400,Fundación Universidad de Bogotá Jorge Tadeo Lozano,https://www.topuniversities.com/universities/fundacion-universidad-de-bogota-jorge-tadeo-lozano,"Bogotá, Colombia",-,6577.0,37.0,401,1.2,1.9,7.9,31.2,,8.1,4.5,5.2,9.5
1226,1201-1400,Gebze Technical University (GTU),https://www.topuniversities.com/universities/gebze-technical-university-gtu,"Gebze, Turkey",-,7487.0,144.0,520,2.2,9.3,1.6,5.6,,24.1,3.8,2.7,13.7
1227,1201-1400,German University in Cairo,https://www.topuniversities.com/universities/german-university-cairo,"Cairo, Egypt",-,12947.0,49.0,743,1.2,2.1,7.5,27,,6.9,15.6,6.5,8
1228,1201-1400,Hanoi University of Science and Technology,https://www.topuniversities.com/universities/hanoi-university-science-technology,"Hanoi, Vietnam",-,38635.0,149.0,"1,110",1.2,5.3,6.8,25.8,,59.7,3.7,7.6,3.3
1229,1201-1400,Helwan University,https://www.topuniversities.com/universities/helwan-university,"Helwan, Egypt",-,127649.0,1794.0,"6,631",1.8,1.6,9.1,4.8,,36.9,1.3,6,5.4
1230,1201-1400,Hohai University,https://www.topuniversities.com/universities/hohai-university,"Nanjing, China (Mainland)",-,0.0,694.0,0,,12.3,1.4,4.6,,55.3,,3.5,9.1
1231,1201-1400,Hongik University,https://www.topuniversities.com/universities/hongik-university,"Seoul, South Korea",-,19770.0,1672.0,"1,227",10.8,3.2,5.1,9.6,,7.9,19.7,4.1,10
1232,1201-1400,Humboldt State University,https://www.topuniversities.com/universities/humboldt-state-university,"Arcata, United States",-,5961.0,79.0,349,1.7,4.9,2.4,13.8,,16.2,2.8,3.6,8.5
1233,1201-1400,Illinois State University,https://www.topuniversities.com/universities/illinois-state-university,"Normal, United States",-,18924.0,505.0,"1,008",2.8,5.3,4.1,14.3,,14.3,5,3.3,6.6
1234,1201-1400,Indiana State University,https://www.topuniversities.com/universities/indiana-state-university,"Terre Haute, United States",-,9133.0,226.0,510,2.6,3.3,5.8,6.7,,4.4,2.3,5.3,7.5
1235,1201-1400,"International Islamic University, Islamabad (IIU)",https://www.topuniversities.com/universities/international-islamic-university-islamabad-iiu,"Islamabad, Pakistan",-,24360.0,1509.0,980,6.8,7.3,12.1,11.4,,32.3,1.7,5.8,3.5
1236,1201-1400,Irkutsk State University,https://www.topuniversities.com/universities/irkutsk-state-university,"Irkutsk, Russia",-,12281.0,538.0,923,4.4,1.5,1.5,9.9,,9.9,2.6,3.1,22.9
1237,1201-1400,Istanbul Bilgi Üniversitesi,https://www.topuniversities.com/universities/istanbul-bilgi-universitesi,"Istanbul, Turkey",-,10420.0,1431.0,775,24.8,2.1,5.3,18.3,,7,7,3.5,16
1238,1201-1400,Izmir Institute of Technology (IZTECH),https://www.topuniversities.com/universities/izmir-institute-technology-iztech,"Izmir, Turkey",-,6343.0,161.0,317,2.6,10,2.3,6.1,,13.4,4.4,5.1,5.7
1239,1201-1400,Jamia Hamdard,https://www.topuniversities.com/universities/jamia-hamdard,"New Delhi, India",-,9483.0,313.0,522,3.3,11.5,2.7,7.8,,11.5,,3.9,8.6
1240,1201-1400,Kindai University (Kinki University),https://www.topuniversities.com/universities/kindai-university-kinki-university,"Osaka City, Japan",-,34393.0,497.0,"2,192",1.8,4.9,5.1,2.7,,24.8,12.7,4.4,10.7
1241,1201-1400,King Mongkut's Institute of Technology Ladkrabang,https://www.topuniversities.com/universities/king-mongkuts-institute-technology-ladkrabang,"Bangkok, Thailand",-,24243.0,307.0,"1,178",1.7,3,13.1,3.9,,14.9,17.1,7.4,5.3
1242,1201-1400,Kwansei Gakuin University,https://www.topuniversities.com/universities/kwansei-gakuin-university,"Nishinomiya City, Japan",-,25269.0,1040.0,"1,111",4.1,3.2,7.4,8.6,,17,29.7,3.3,4.2
1243,1201-1400,Lucian Blaga University of Sibiu,https://www.topuniversities.com/universities/lucian-blaga-university-sibiu,"Sibiu, Romania",-,13369.0,426.0,812,3.2,1.7,2.5,13,,7.4,7,3.1,7.9
1244,1201-1400,MIREA - Russian Technological University,https://www.topuniversities.com/universities/mirea-russian-technological-university,"Moscow, Russia",-,27397.0,1028.0,"1,544",3.8,1.5,3.6,6,,7.2,1.4,3.6,9.7
1245,1201-1400,Makerere University,https://www.topuniversities.com/universities/makerere-university,"Kampala, Uganda",-,34651.0,2694.0,"1,468",9.2,4.6,6.6,94.9,,53.1,11.4,9.4,3.7
1246,1201-1400,Mansoura University,https://www.topuniversities.com/universities/mansoura-university,"Mansoura , Egypt",-,190213.0,5362.0,"7,372",2.9,2.4,5.8,6.4,,74.9,2.3,11.1,3.5
1247,1201-1400,Marmara University,https://www.topuniversities.com/universities/marmara-university,"Istanbul, Turkey",-,70356.0,2816.0,"3,317",4,2.2,5.1,20.8,,32.6,3.3,5.2,6.3
1248,1201-1400,Meiji University,https://www.topuniversities.com/universities/meiji-university,"Tokyo, Japan",-,32810.0,1890.0,"1,694",6.2,1.8,22.1,16.5,,15.7,10.1,6.4,5.8
1249,1201-1400,Miami University,https://www.topuniversities.com/universities/miami-university,"Oxford, United States",-,17587.0,1588.0,937,12.7,10.7,6,49.2,,34.3,7.1,3.7,7.4
1250,1201-1400,Moscow City University,https://www.topuniversities.com/universities/moscow-city-university,"Moscow, Russia",-,14195.0,638.0,917,4.6,1.1,1.9,3.7,,1.7,3.5,4.1,8.2
1251,1201-1400,Moscow Pedagogical State University,https://www.topuniversities.com/universities/moscow-pedagogical-state-university,"Moscow, Russia",-,16199.0,2378.0,941,28.1,1.5,3.1,3.3,,6.4,1.2,6.5,8.3
1252,1201-1400,National Dong Hwa University,https://www.topuniversities.com/universities/national-dong-hwa-university,"Hualien City, Taiwan",-,9734.0,804.0,563,10.4,6.8,2.4,6,,11.1,3.3,5,8.2
1253,1201-1400,National Research University Moscow Power Engineering Institute (MPEI),https://www.topuniversities.com/universities/national-research-university-moscow-power-engineering-institute-mpei,"Moscow, Russia",-,10992.0,1986.0,722,40.9,2,3.4,5.2,,24.7,8.2,4,11.6
1254,1201-1400,National Taipei University,https://www.topuniversities.com/universities/national-taipei-university,"Taipei, Taiwan",-,7940.0,424.0,480,4.2,3.5,4.2,15.6,,5.9,2.4,6.7,9.3
1255,1201-1400,National University of Life and Environmental sciences of Ukraine,https://www.topuniversities.com/universities/national-university-life-environmental-sciences-ukraine,"Kyiv, Ukraine",-,13472.0,178.0,"1,042",1.7,1.3,4.4,12.1,,17.6,1.2,5.1,21.9
1256,1201-1400,Northern Arizona University,https://www.topuniversities.com/universities/northern-arizona-university,"Flagstaff, United States",-,24986.0,631.0,"1,158",2.6,13.9,6.1,5.3,,48.9,3,6.6,4.9
1257,1201-1400,Nova Southeastern University,https://www.topuniversities.com/universities/nova-southeastern-university,"Fort Lauderdale, United States",-,16595.0,718.0,"1,212",4.4,3.4,4.7,9,,23.5,3.1,2.9,15.8
1258,1201-1400,OSMANIA UNIVERSITY,https://www.topuniversities.com/universities/osmania-university,"Hyderabad, India",-,9430.0,572.0,396,6.6,16.2,3.2,7,,15.2,,4,3.8
1259,1201-1400,Panjab University,https://www.topuniversities.com/universities/panjab-university,"Chandigarh, India",-,17691.0,231.0,"1,077",1.7,17,3.2,51.2,,31.7,,5.5,5.2
1260,1201-1400,Pontificia Universidad Católica Madre y Maestra (PUCMM),https://www.topuniversities.com/universities/pontificia-universidad-catolica-madre-y-maestra-pucmm,"Santiago, Dominican Republic",-,9846.0,1177.0,662,21.1,1.2,8.5,65.8,,3.5,12.4,4.6,12.5
1261,1201-1400,Pontifícia Universidade Católica de Campinas,https://www.topuniversities.com/universities/pontificia-universidade-catolica-de-campinas,"Campinas, Brazil",-,7502.0,7.0,432,1,2,4,4.7,,1.6,2.6,4.9,8.1
1262,1201-1400,Pontifícia Universidade Católica do Paraná,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-parana,"Curitiba, Brazil",-,10370.0,117.0,721,1.6,4.7,3.2,4.8,,17.9,1.2,4.1,5
1263,1201-1400,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,"Porto Alegre, Brazil",-,14096.0,156.0,662,1.6,5.4,4.3,3.1,,25.3,2.5,6.9,8.8
1264,1201-1400,Portland State University,https://www.topuniversities.com/universities/portland-state-university,"Portland, United States",-,17186.0,971.0,"1,061",6,11.3,3.4,6.6,,53.5,1,4.3,9.8
1265,1201-1400,Pukyong National University,https://www.topuniversities.com/universities/pukyong-national-university,"Busan, South Korea",-,15941.0,1134.0,"1,222",8.3,10.2,3.2,3.7,,24.7,6,5,8.4
1266,1201-1400,Rikkyo University,https://www.topuniversities.com/universities/rikkyo-university,"Tokyo, Japan",-,21040.0,1318.0,"1,236",6.9,2.8,10,10.3,,13.3,26.6,3.3,13.1
1267,1201-1400,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,https://www.topuniversities.com/universities/russian-state-agrarian-university-moscow-timiryazev-agricultural-academy,"Moscow, Russia",-,11721.0,631.0,702,5.7,1.3,3.2,8.8,,5.3,2.2,5.4,10
1268,1201-1400,Russian State University for the Humanities,https://www.topuniversities.com/universities/russian-state-university-humanities,"Moscow, Russia",-,9214.0,395.0,774,4.3,1.3,2.4,6.4,,1.2,1.6,4.5,22.5
1269,1201-1400,Rutgers University–Camden,https://www.topuniversities.com/universities/rutgers-university-camden,"Camden, United States",-,5893.0,189.0,436,3.2,3.9,4.2,4.1,,7.5,16.6,3.8,16.4
1270,1201-1400,SRM Institute of Science and Technology,https://www.topuniversities.com/universities/srm-institute-science-technology,"Chennai, India",-,50872.0,1005.0,"3,344",2.2,3.2,8,5.3,,45.8,1.7,4.9,11.7
1271,1201-1400,Saken Seifullin Kazakh Agrotechnical University,https://www.topuniversities.com/universities/saken-seifullin-kazakh-agrotechnical-university,"Nur-Sultan, Kazakhstan",-,8405.0,130.0,898,1.6,1.2,4.7,14.9,,5.4,3.7,6.5,17.5
1272,1201-1400,San Francisco State University,https://www.topuniversities.com/universities/san-francisco-state-university,"San Francisco, United States",-,23564.0,1662.0,"1,125",8.2,5.8,2.5,12.1,,31.7,4,4,5.1
1273,1201-1400,Shanghai Normal University,https://www.topuniversities.com/universities/shanghai-normal-university,"Shanghai, China (Mainland)",-,0.0,1249.0,0,,3,1.4,2.5,,17.9,,3.5,14
1274,1201-1400,Shanghai University of Finance and Economics,https://www.topuniversities.com/universities/shanghai-university-finance-economics,"Shanghai, China (Mainland)",-,17634.0,412.0,"1,104",2.5,3,4,29.2,,18,14.3,4,10.2
1275,1201-1400,Shibaura Institute of Technology,https://www.topuniversities.com/universities/shibaura-institute-technology,"Koto City, Japan",-,9399.0,715.0,322,9.1,7,2.6,4.1,,17.2,22,3.1,2.6
1276,1201-1400,Slovak University of Agriculture in Nitra,https://www.topuniversities.com/universities/slovak-university-agriculture-nitra,"Nitra, Slovakia",-,5610.0,165.0,430,3,4.4,4.1,32.5,,24.1,9.7,4.6,18.2
1277,1201-1400,Soochow University (Taiwan),https://www.topuniversities.com/universities/soochow-university-taiwan,"Taipei City, Taiwan",-,15458.0,681.0,720,4.5,1.9,7.2,5.6,,3.4,4.6,4.3,4.8
1278,1201-1400,Soongsil University,https://www.topuniversities.com/universities/soongsil-university,"Seoul, South Korea",-,15554.0,1644.0,950,15.6,5.3,7,3.7,,10.6,7.2,3.3,9.5
1279,1201-1400,Southwest University,https://www.topuniversities.com/universities/southwest-university,"Chongqing, China (Mainland)",-,0.0,542.0,0,1.8,12.6,1.6,12.6,,47.1,1.4,3.1,13.7
1280,1201-1400,Stefan cel Mare University of Suceava,https://www.topuniversities.com/universities/stefan-cel-mare-university-suceava,"Suceava, Romania",-,7546.0,1291.0,386,37.1,3.8,2.2,13.9,,16.6,2.2,3.3,6.1
1281,1201-1400,Suez Canal University,https://www.topuniversities.com/universities/suez-canal-university,"Ismailia , Egypt",-,43673.0,474.0,"3,492",1.6,2.2,2.7,5.2,,43.7,1.8,3.2,20.6
1282,1201-1400,Suranaree University of Technology,https://www.topuniversities.com/universities/suranaree-university-technology,"Nakhon Ratchasima , Thailand",-,14614.0,277.0,594,2.1,9,3,4.3,,25.9,6.9,5.7,3.3
1283,1201-1400,Tamkang University,https://www.topuniversities.com/universities/tamkang-university,"New Taipei City, Taiwan",-,21167.0,1593.0,957,9,6.3,5.6,24.5,,17.5,7.7,5,3.7
1284,1201-1400,Tanta University,https://www.topuniversities.com/universities/tanta-university,"Tanta, Egypt",-,137647.0,4408.0,"5,814",3.2,2.1,2.3,7.3,,62.1,1.6,5,4
1285,1201-1400,Technical University of Cluj-Napoca,https://www.topuniversities.com/universities/technical-university-cluj-napoca,"Cluj-Napoca, Romania",-,19199.0,471.0,"1,044",2.6,3.5,5,9.1,,31,1.4,4.5,7
